OMRÅDE;YDELSESTYPE;KØN;ALDER;TID;INDHOLD
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;82
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;67
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;94
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;95
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;93
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;108
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;151
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;157
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;168
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;181
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;167
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;149
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;159
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;160
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;158
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;150
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;156
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;156
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;153
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;136
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;143
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;140
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;137
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;117
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;110
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;99
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;114
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;95
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;78
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;82
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;89
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;81
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;83
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;72
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;73
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;104
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;81
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;63
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;84
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;51
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;25
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;22
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;28
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;47
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;40
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;30
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;39
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;44
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;41
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;40
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;44
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;42
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;43
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;51
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;47
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;40
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;42
Fredensborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;55
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;110
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;93
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;95
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;116
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;136
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;113
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;97
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;131
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;205
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;188
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;179
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;187
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;242
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;233
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;225
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;193
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;202
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;187
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;162
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;155
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;197
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;208
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;232
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;234
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;281
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;297
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;316
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;362
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;291
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;251
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;216
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;227
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;237
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;220
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;213
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;203
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;199
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;159
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;155
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;222
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;229
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;202
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;184
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;179
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;200
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;183
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;150
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;136
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;120
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;112
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;99
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;92
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;110
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;158
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;143
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;107
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;115
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;88
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;65
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;54
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;62
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;72
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;105
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;110
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;114
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;84
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;71
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;72
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;77
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;81
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;75
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;75
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;77
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;76
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;61
Frederikssund;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;72
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;161
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;148
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;129
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;106
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;106
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;105
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;85
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;77
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;97
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;104
Furesø;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;104
