OMRÅDE;OVERTRÆD;TID;INDHOLD
Ballerup;Nature of the offence, total;2009Q3;1488
Ballerup;Nature of the offence, total;2009Q4;1322
Ballerup;Nature of the offence, total;2010Q1;1213
Ballerup;Nature of the offence, total;2010Q2;1249
Ballerup;Nature of the offence, total;2010Q3;1248
Ballerup;Nature of the offence, total;2010Q4;1194
Ballerup;Nature of the offence, total;2011Q1;1003
Ballerup;Nature of the offence, total;2011Q2;1132
Ballerup;Nature of the offence, total;2011Q3;1260
Ballerup;Nature of the offence, total;2011Q4;1218
Ballerup;Nature of the offence, total;2012Q1;1129
Ballerup;Nature of the offence, total;2012Q2;1000
Ballerup;Nature of the offence, total;2012Q3;1008
Ballerup;Nature of the offence, total;2012Q4;1052
Ballerup;Nature of the offence, total;2013Q1;1135
Ballerup;Nature of the offence, total;2013Q2;1128
Ballerup;Nature of the offence, total;2013Q3;1110
Ballerup;Nature of the offence, total;2013Q4;1317
Ballerup;Nature of the offence, total;2014Q1;1032
Ballerup;Nature of the offence, total;2014Q2;1121
Ballerup;Nature of the offence, total;2014Q3;1130
Ballerup;Nature of the offence, total;2014Q4;1137
Ballerup;Nature of the offence, total;2015Q1;1076
Ballerup;Nature of the offence, total;2015Q2;1103
Ballerup;Nature of the offence, total;2015Q3;1013
Ballerup;Nature of the offence, total;2015Q4;1055
Ballerup;Nature of the offence, total;2016Q1;887
Ballerup;Nature of the offence, total;2016Q2;1062
Ballerup;Nature of the offence, total;2016Q3;1043
Ballerup;Nature of the offence, total;2016Q4;1135
Ballerup;Nature of the offence, total;2017Q1;906
Ballerup;Nature of the offence, total;2017Q2;1005
Ballerup;Nature of the offence, total;2017Q3;1158
Ballerup;Nature of the offence, total;2017Q4;1096
Ballerup;Nature of the offence, total;2018Q1;934
Ballerup;Nature of the offence, total;2018Q2;808
Ballerup;Nature of the offence, total;2018Q3;930
Ballerup;Nature of the offence, total;2018Q4;1016
Ballerup;Nature of the offence, total;2019Q1;975
Ballerup;Nature of the offence, total;2019Q2;918
Ballerup;Nature of the offence, total;2019Q3;1002
Ballerup;Nature of the offence, total;2019Q4;1015
Ballerup;Nature of the offence, total;2020Q1;947
Ballerup;Nature of the offence, total;2020Q2;734
Ballerup;Nature of the offence, total;2020Q3;942
Ballerup;Nature of the offence, total;2020Q4;823
Ballerup;Nature of the offence, total;2021Q1;775
Ballerup;Nature of the offence, total;2021Q2;855
Ballerup;Nature of the offence, total;2021Q3;855
Ballerup;Nature of the offence, total;2021Q4;786
Ballerup;Nature of the offence, total;2022Q1;856
Ballerup;Nature of the offence, total;2022Q2;973
Ballerup;Nature of the offence, total;2022Q3;897
Ballerup;Nature of the offence, total;2022Q4;836
Ballerup;Nature of the offence, total;2023Q1;974
Ballerup;Nature of the offence, total;2023Q2;1106
Ballerup;Nature of the offence, total;2023Q3;1012
Ballerup;Nature of the offence, total;2023Q4;864
Ballerup;Nature of the offence, total;2024Q1;851
Ballerup;Nature of the offence, total;2024Q2;1092
Ballerup;Nature of the offence, total;2024Q3;934
Ballerup;Nature of the offence, total;2024Q4;922
Ballerup;Nature of the offence, total;2025Q1;877
Ballerup;Nature of the offence, total;2025Q2;976
Ballerup;Nature of the offence, total;2025Q3;983
Ballerup;Nature of the offence, total;2025Q4;979
Brøndby;Nature of the offence, total;2007Q1;841
Brøndby;Nature of the offence, total;2007Q2;1008
Brøndby;Nature of the offence, total;2007Q3;740
Brøndby;Nature of the offence, total;2007Q4;717
Brøndby;Nature of the offence, total;2008Q1;858
Brøndby;Nature of the offence, total;2008Q2;909
Brøndby;Nature of the offence, total;2008Q3;1007
Brøndby;Nature of the offence, total;2008Q4;847
Brøndby;Nature of the offence, total;2009Q1;807
Brøndby;Nature of the offence, total;2009Q2;804
Brøndby;Nature of the offence, total;2009Q3;1009
Brøndby;Nature of the offence, total;2009Q4;1001
Brøndby;Nature of the offence, total;2010Q1;854
Brøndby;Nature of the offence, total;2010Q2;815
Brøndby;Nature of the offence, total;2010Q3;893
Brøndby;Nature of the offence, total;2010Q4;748
Brøndby;Nature of the offence, total;2011Q1;765
Brøndby;Nature of the offence, total;2011Q2;794
Brøndby;Nature of the offence, total;2011Q3;864
Brøndby;Nature of the offence, total;2011Q4;1030
Brøndby;Nature of the offence, total;2012Q1;806
Brøndby;Nature of the offence, total;2012Q2;821
Brøndby;Nature of the offence, total;2012Q3;824
Brøndby;Nature of the offence, total;2012Q4;884
Brøndby;Nature of the offence, total;2013Q1;761
Brøndby;Nature of the offence, total;2013Q2;911
Brøndby;Nature of the offence, total;2013Q3;865
Brøndby;Nature of the offence, total;2013Q4;1037
Brøndby;Nature of the offence, total;2014Q1;1084
Brøndby;Nature of the offence, total;2014Q2;936
Brøndby;Nature of the offence, total;2014Q3;810
Brøndby;Nature of the offence, total;2014Q4;930
Brøndby;Nature of the offence, total;2015Q1;736
Brøndby;Nature of the offence, total;2015Q2;898
Brøndby;Nature of the offence, total;2015Q3;825
Brøndby;Nature of the offence, total;2015Q4;875
Brøndby;Nature of the offence, total;2016Q1;889
Brøndby;Nature of the offence, total;2016Q2;1162
Brøndby;Nature of the offence, total;2016Q3;843
Brøndby;Nature of the offence, total;2016Q4;839
Brøndby;Nature of the offence, total;2017Q1;935
Brøndby;Nature of the offence, total;2017Q2;842
Brøndby;Nature of the offence, total;2017Q3;968
Brøndby;Nature of the offence, total;2017Q4;721
Brøndby;Nature of the offence, total;2018Q1;1038
Brøndby;Nature of the offence, total;2018Q2;859
Brøndby;Nature of the offence, total;2018Q3;871
Brøndby;Nature of the offence, total;2018Q4;896
Brøndby;Nature of the offence, total;2019Q1;823
Brøndby;Nature of the offence, total;2019Q2;772
Brøndby;Nature of the offence, total;2019Q3;669
Brøndby;Nature of the offence, total;2019Q4;767
Brøndby;Nature of the offence, total;2020Q1;651
Brøndby;Nature of the offence, total;2020Q2;624
Brøndby;Nature of the offence, total;2020Q3;619
Brøndby;Nature of the offence, total;2020Q4;620
Brøndby;Nature of the offence, total;2021Q1;710
Brøndby;Nature of the offence, total;2021Q2;682
Brøndby;Nature of the offence, total;2021Q3;631
Brøndby;Nature of the offence, total;2021Q4;761
Brøndby;Nature of the offence, total;2022Q1;742
Brøndby;Nature of the offence, total;2022Q2;945
Brøndby;Nature of the offence, total;2022Q3;640
Brøndby;Nature of the offence, total;2022Q4;732
Brøndby;Nature of the offence, total;2023Q1;792
Brøndby;Nature of the offence, total;2023Q2;797
Brøndby;Nature of the offence, total;2023Q3;826
Brøndby;Nature of the offence, total;2023Q4;641
Brøndby;Nature of the offence, total;2024Q1;972
Brøndby;Nature of the offence, total;2024Q2;825
Brøndby;Nature of the offence, total;2024Q3;627
Brøndby;Nature of the offence, total;2024Q4;835
Brøndby;Nature of the offence, total;2025Q1;1008
Brøndby;Nature of the offence, total;2025Q2;767
Brøndby;Nature of the offence, total;2025Q3;677
Brøndby;Nature of the offence, total;2025Q4;651
Gentofte;Nature of the offence, total;2007Q1;1341
Gentofte;Nature of the offence, total;2007Q2;1537
Gentofte;Nature of the offence, total;2007Q3;1407
Gentofte;Nature of the offence, total;2007Q4;1336
Gentofte;Nature of the offence, total;2008Q1;1258
Gentofte;Nature of the offence, total;2008Q2;1373
Gentofte;Nature of the offence, total;2008Q3;1389
Gentofte;Nature of the offence, total;2008Q4;1449
Gentofte;Nature of the offence, total;2009Q1;1432
Gentofte;Nature of the offence, total;2009Q2;1494
Gentofte;Nature of the offence, total;2009Q3;1785
Gentofte;Nature of the offence, total;2009Q4;1909
Gentofte;Nature of the offence, total;2010Q1;1391
Gentofte;Nature of the offence, total;2010Q2;1446
Gentofte;Nature of the offence, total;2010Q3;1763
Gentofte;Nature of the offence, total;2010Q4;1539
Gentofte;Nature of the offence, total;2011Q1;1264
Gentofte;Nature of the offence, total;2011Q2;1367
Gentofte;Nature of the offence, total;2011Q3;1504
Gentofte;Nature of the offence, total;2011Q4;1658
Gentofte;Nature of the offence, total;2012Q1;1402
Gentofte;Nature of the offence, total;2012Q2;1460
Gentofte;Nature of the offence, total;2012Q3;1685
Gentofte;Nature of the offence, total;2012Q4;1591
Gentofte;Nature of the offence, total;2013Q1;1318
Gentofte;Nature of the offence, total;2013Q2;1556
Gentofte;Nature of the offence, total;2013Q3;1522
Gentofte;Nature of the offence, total;2013Q4;1460
Gentofte;Nature of the offence, total;2014Q1;1491
Gentofte;Nature of the offence, total;2014Q2;1430
Gentofte;Nature of the offence, total;2014Q3;1429
Gentofte;Nature of the offence, total;2014Q4;1509
Gentofte;Nature of the offence, total;2015Q1;1179
Gentofte;Nature of the offence, total;2015Q2;1236
Gentofte;Nature of the offence, total;2015Q3;1329
Gentofte;Nature of the offence, total;2015Q4;1423
Gentofte;Nature of the offence, total;2016Q1;1275
Gentofte;Nature of the offence, total;2016Q2;1292
Gentofte;Nature of the offence, total;2016Q3;1539
Gentofte;Nature of the offence, total;2016Q4;1728
Gentofte;Nature of the offence, total;2017Q1;1466
Gentofte;Nature of the offence, total;2017Q2;1497
Gentofte;Nature of the offence, total;2017Q3;1568
Gentofte;Nature of the offence, total;2017Q4;1552
Gentofte;Nature of the offence, total;2018Q1;1384
Gentofte;Nature of the offence, total;2018Q2;1475
Gentofte;Nature of the offence, total;2018Q3;1480
Gentofte;Nature of the offence, total;2018Q4;1388
Gentofte;Nature of the offence, total;2019Q1;1258
Gentofte;Nature of the offence, total;2019Q2;1465
Gentofte;Nature of the offence, total;2019Q3;1352
Gentofte;Nature of the offence, total;2019Q4;1429
Gentofte;Nature of the offence, total;2020Q1;1118
Gentofte;Nature of the offence, total;2020Q2;981
Gentofte;Nature of the offence, total;2020Q3;1099
Gentofte;Nature of the offence, total;2020Q4;1111
Gentofte;Nature of the offence, total;2021Q1;842
Gentofte;Nature of the offence, total;2021Q2;1074
Gentofte;Nature of the offence, total;2021Q3;1180
Gentofte;Nature of the offence, total;2021Q4;1130
Gentofte;Nature of the offence, total;2022Q1;1137
Gentofte;Nature of the offence, total;2022Q2;1232
Gentofte;Nature of the offence, total;2022Q3;1224
Gentofte;Nature of the offence, total;2022Q4;1092
Gentofte;Nature of the offence, total;2023Q1;1091
Gentofte;Nature of the offence, total;2023Q2;1363
Gentofte;Nature of the offence, total;2023Q3;1226
Gentofte;Nature of the offence, total;2023Q4;1160
Gentofte;Nature of the offence, total;2024Q1;999
Gentofte;Nature of the offence, total;2024Q2;1401
Gentofte;Nature of the offence, total;2024Q3;1197
Gentofte;Nature of the offence, total;2024Q4;1332
Gentofte;Nature of the offence, total;2025Q1;1240
Gentofte;Nature of the offence, total;2025Q2;1141
Gentofte;Nature of the offence, total;2025Q3;1057
Gentofte;Nature of the offence, total;2025Q4;1263
Gladsaxe;Nature of the offence, total;2007Q1;1085
Gladsaxe;Nature of the offence, total;2007Q2;1189
Gladsaxe;Nature of the offence, total;2007Q3;991
Gladsaxe;Nature of the offence, total;2007Q4;1153
Gladsaxe;Nature of the offence, total;2008Q1;1230
Gladsaxe;Nature of the offence, total;2008Q2;1205
Gladsaxe;Nature of the offence, total;2008Q3;1102
Gladsaxe;Nature of the offence, total;2008Q4;1405
Gladsaxe;Nature of the offence, total;2009Q1;1315
Gladsaxe;Nature of the offence, total;2009Q2;1279
Gladsaxe;Nature of the offence, total;2009Q3;1432
Gladsaxe;Nature of the offence, total;2009Q4;1640
Gladsaxe;Nature of the offence, total;2010Q1;1275
Gladsaxe;Nature of the offence, total;2010Q2;1319
Gladsaxe;Nature of the offence, total;2010Q3;1330
Gladsaxe;Nature of the offence, total;2010Q4;1323
Gladsaxe;Nature of the offence, total;2011Q1;1085
Gladsaxe;Nature of the offence, total;2011Q2;1159
Gladsaxe;Nature of the offence, total;2011Q3;1201
Gladsaxe;Nature of the offence, total;2011Q4;1264
Gladsaxe;Nature of the offence, total;2012Q1;1097
Gladsaxe;Nature of the offence, total;2012Q2;1164
Gladsaxe;Nature of the offence, total;2012Q3;1290
Gladsaxe;Nature of the offence, total;2012Q4;1271
Gladsaxe;Nature of the offence, total;2013Q1;1277
Gladsaxe;Nature of the offence, total;2013Q2;1303
Gladsaxe;Nature of the offence, total;2013Q3;1259
Gladsaxe;Nature of the offence, total;2013Q4;1356
Gladsaxe;Nature of the offence, total;2014Q1;1163
Gladsaxe;Nature of the offence, total;2014Q2;1167
Gladsaxe;Nature of the offence, total;2014Q3;1137
Gladsaxe;Nature of the offence, total;2014Q4;1325
Gladsaxe;Nature of the offence, total;2015Q1;1146
Gladsaxe;Nature of the offence, total;2015Q2;1252
Gladsaxe;Nature of the offence, total;2015Q3;1144
Gladsaxe;Nature of the offence, total;2015Q4;1574
Gladsaxe;Nature of the offence, total;2016Q1;1088
Gladsaxe;Nature of the offence, total;2016Q2;1188
Gladsaxe;Nature of the offence, total;2016Q3;1195
Gladsaxe;Nature of the offence, total;2016Q4;1332
Gladsaxe;Nature of the offence, total;2017Q1;1101
Gladsaxe;Nature of the offence, total;2017Q2;1275
Gladsaxe;Nature of the offence, total;2017Q3;1106
Gladsaxe;Nature of the offence, total;2017Q4;1109
Gladsaxe;Nature of the offence, total;2018Q1;941
Gladsaxe;Nature of the offence, total;2018Q2;1163
Gladsaxe;Nature of the offence, total;2018Q3;1237
Gladsaxe;Nature of the offence, total;2018Q4;1247
Gladsaxe;Nature of the offence, total;2019Q1;1056
Gladsaxe;Nature of the offence, total;2019Q2;1105
Gladsaxe;Nature of the offence, total;2019Q3;1047
Gladsaxe;Nature of the offence, total;2019Q4;1127
Gladsaxe;Nature of the offence, total;2020Q1;903
Gladsaxe;Nature of the offence, total;2020Q2;861
Gladsaxe;Nature of the offence, total;2020Q3;1439
Gladsaxe;Nature of the offence, total;2020Q4;886
Gladsaxe;Nature of the offence, total;2021Q1;816
Gladsaxe;Nature of the offence, total;2021Q2;826
Gladsaxe;Nature of the offence, total;2021Q3;745
Gladsaxe;Nature of the offence, total;2021Q4;913
Gladsaxe;Nature of the offence, total;2022Q1;978
Gladsaxe;Nature of the offence, total;2022Q2;1457
Gladsaxe;Nature of the offence, total;2022Q3;972
Gladsaxe;Nature of the offence, total;2022Q4;1045
Gladsaxe;Nature of the offence, total;2023Q1;1808
Gladsaxe;Nature of the offence, total;2023Q2;1216
Gladsaxe;Nature of the offence, total;2023Q3;1092
Gladsaxe;Nature of the offence, total;2023Q4;1013
Gladsaxe;Nature of the offence, total;2024Q1;1117
Gladsaxe;Nature of the offence, total;2024Q2;1342
Gladsaxe;Nature of the offence, total;2024Q3;1146
Gladsaxe;Nature of the offence, total;2024Q4;1182
Gladsaxe;Nature of the offence, total;2025Q1;1040
Gladsaxe;Nature of the offence, total;2025Q2;941
Gladsaxe;Nature of the offence, total;2025Q3;1098
Gladsaxe;Nature of the offence, total;2025Q4;1102
Glostrup;Nature of the offence, total;2007Q1;711
Glostrup;Nature of the offence, total;2007Q2;706
Glostrup;Nature of the offence, total;2007Q3;555
Glostrup;Nature of the offence, total;2007Q4;646
Glostrup;Nature of the offence, total;2008Q1;728
Glostrup;Nature of the offence, total;2008Q2;717
Glostrup;Nature of the offence, total;2008Q3;676
Glostrup;Nature of the offence, total;2008Q4;771
Glostrup;Nature of the offence, total;2009Q1;696
Glostrup;Nature of the offence, total;2009Q2;635
Glostrup;Nature of the offence, total;2009Q3;773
Glostrup;Nature of the offence, total;2009Q4;824
Glostrup;Nature of the offence, total;2010Q1;608
Glostrup;Nature of the offence, total;2010Q2;699
Glostrup;Nature of the offence, total;2010Q3;698
